shoe_depth_m,distance_from_heel_m,pressure_mpa,q_std_th_m3_day
900.0,453.781512605042,7.513151542411233,142.74801127973694
900.0,461.34453781512605,7.513370734784754,142.74801127973694
900.0,468.9075630252101,7.513589927158275,142.74801127973694
900.0,476.4705882352941,7.513809119531794,142.74801127973694
900.0,484.03361344537814,7.5140283119053155,142.74801127973694
900.0,491.5966386554622,7.514247504278836,142.74801127973694
900.0,499.1596638655462,7.514466696652357,142.74801127973694
900.0,506.7226890756302,7.514685889025877,142.74801127973694
900.0,514.2857142857142,7.514905081399398,142.74801127973694
900.0,521.8487394957983,7.515124273772917,142.74801127973694
900.0,529.4117647058823,7.5153434661464384,142.74801127973694
900.0,536.9747899159664,7.515562658519959,142.74801127973694
900.0,544.5378151260504,7.51578185089348,142.74801127973694
900.0,552.1008403361344,7.516001043267001,142.74801127973694
900.0,559.6638655462185,7.516220235640521,142.74801127973694
900.0,567.2268907563025,7.516439428014042,142.74801127973694
900.0,574.7899159663865,7.516658620387561,142.74801127973694
900.0,582.3529411764706,7.5168778127610825,142.74801127973694
900.0,589.9159663865546,7.517097005134603,142.74801127973694
900.0,597.4789915966386,7.517316197508124,142.74801127973694
900.0,605.0420168067227,7.517535389881645,142.74801127973694
900.0,612.6050420168067,7.517754582255165,142.74801127973694
900.0,620.1680672268907,7.517973774628685,142.74801127973694
900.0,627.7310924369748,7.518192967002205,142.74801127973694
900.0,635.2941176470588,7.5184121593757265,142.74801127973694
900.0,642.8571428571429,7.518631351749247,142.74801127973694
900.0,650.4201680672269,7.518850544122768,142.74801127973694
900.0,657.9831932773109,7.519069736496288,142.74801127973694
900.0,665.546218487395,7.519288928869809,142.74801127973694
900.0,673.109243697479,7.519508121243328,142.74801127973694
900.0,680.672268907563,7.519727313616849,142.74801127973694
900.0,688.2352941176471,7.5199465059903705,142.74801127973694
900.0,695.7983193277311,7.520165698363891,142.74801127973694
900.0,703.3613445378151,7.520384890737412,142.74801127973694
900.0,710.9243697478992,7.520604083110932,142.74801127973694
900.0,718.4873949579832,7.520823275484452,142.74801127973694
900.0,726.0504201680671,7.521042467857972,142.74801127973694
900.0,733.6134453781513,7.5212616602314935,142.74801127973694
900.0,741.1764705882352,7.5214808526050145,142.74801127973694
900.0,748.7394957983194,7.521700044978535,142.74801127973694
900.0,756.3025210084033,7.521919237352056,142.74801127973694
900.0,763.8655462184873,7.522138429725576,142.74801127973694
900.0,771.4285714285714,7.522357622099096,142.74801127973694
900.0,778.9915966386554,7.522576814472616,142.74801127973694
900.0,786.5546218487394,7.5227960068461375,142.74801127973694
900.0,794.1176470588235,7.523015199219658,142.74801127973694
900.0,801.6806722689075,7.523234391593179,142.74801127973694
900.0,809.2436974789915,7.5234535839667,142.74801127973694
900.0,816.8067226890756,7.523672776340219,142.74801127973694
900.0,824.3697478991596,7.52389196871374,142.74801127973694
900.0,831.9327731092437,7.52411116108726,142.74801127973694
900.0,839.4957983193277,7.5243303534607815,142.74801127973694
900.0,847.0588235294117,7.524549545834302,142.74801127973694
900.0,854.6218487394958,7.524768738207823,142.74801127973694
900.0,862.1848739495798,7.524987930581343,142.74801127973694
900.0,869.7478991596638,7.525207122954863,142.74801127973694
900.0,877.3109243697479,7.525426315328384,142.74801127973694
900.0,884.8739495798319,7.525645507701904,142.74801127973694
900.0,892.4369747899159,7.5258647000754255,142.74801127973694
900.0,900.0,7.526083892448946,142.74801127973694
